,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
3978,36,Arcement,Engineering,2015,498,33,10,23,0.31,30,Medium-Low Digitalization
3986,37,Gayton,Management,2015,499,26,4,22,0.15,15,Low Digitalization
3994,37,Gayton,Management,2015,500,14,4,10,0.27,26,Medium-Low Digitalization
4002,37,Gayton,Management,2015,501,7,5,2,0.66,66,Medium-High Digitalization
4010,37,Gayton,Management,2015,502,6,0,6,0.04,3,Low Digitalization
4018,37,Gayton,Management,2015,503,36,12,24,0.35,34,Medium-Low Digitalization
4026,37,Gayton,Management,2015,504,6,1,5,0.17,16,Low Digitalization
4034,37,Gayton,Management,2015,505,34,5,29,0.16,15,Low Digitalization
4042,37,Gayton,Management,2015,506,11,1,10,0.13,13,Low Digitalization
4050,37,Gayton,Management,2015,507,7,4,3,0.58,58,Medium-High Digitalization
4058,37,Gayton,Management,2015,508,16,2,14,0.15,15,Low Digitalization
4066,37,Gayton,Management,2015,509,39,13,26,0.33,32,Medium-Low Digitalization
4074,37,Gayton,Management,2015,510,24,11,13,0.45,45,Medium-Low Digitalization
4082,37,Gayton,Management,2015,511,40,25,15,0.63,62,Medium-High Digitalization
4090,37,Gayton,Management,2015,512,7,0,7,0.07,7,Low Digitalization
4098,37,Gayton,Management,2015,513,32,9,23,0.29,29,Medium-Low Digitalization
4106,37,Gayton,Management,2015,514,34,18,16,0.53,52,Medium-High Digitalization
4114,37,Gayton,Management,2015,515,32,12,20,0.38,37,Medium-Low Digitalization
4122,38,Tally,Management,2015,516,10,4,6,0.44,43,Medium-Low Digitalization
4130,38,Tally,Management,2015,517,33,18,15,0.54,53,Medium-High Digitalization
4138,38,Tally,Management,2015,518,24,8,16,0.34,34,Medium-Low Digitalization
4146,38,Tally,Management,2015,519,40,8,32,0.21,21,Medium-Low Digitalization
4154,38,Tally,Management,2015,520,17,0,17,0.01,1,Low Digitalization
4162,38,Tally,Management,2015,521,17,8,9,0.5,49,Medium-Low Digitalization
4170,38,Tally,Management,2015,522,23,9,14,0.38,38,Medium-Low Digitalization
4178,38,Tally,Management,2015,523,33,5,28,0.14,14,Low Digitalization
4186,38,Tally,Management,2015,524,27,1,26,0.02,2,Low Digitalization
4194,38,Tally,Management,2015,525,31,1,30,0.02,2,Low Digitalization
4202,38,Tally,Management,2015,526,25,11,14,0.44,44,Medium-Low Digitalization
4210,38,Tally,Management,2015,527,8,2,6,0.2,20,Low Digitalization
4218,38,Tally,Management,2015,528,23,7,16,0.28,28,Medium-Low Digitalization
4226,38,Tally,Management,2015,529,54,10,44,0.19,19,Low Digitalization
4234,39,Munier,Management,2015,530,19,4,15,0.22,21,Medium-Low Digitalization
4242,39,Munier,Management,2015,531,40,4,36,0.09,9,Low Digitalization
4250,39,Munier,Management,2015,532,40,6,34,0.15,14,Low Digitalization
4258,39,Munier,Management,2015,533,29,6,23,0.21,21,Medium-Low Digitalization
4266,39,Munier,Management,2015,534,15,0,15,0.03,3,Low Digitalization
4274,39,Munier,Management,2015,535,31,13,18,0.41,41,Medium-Low Digitalization
4282,39,Munier,Management,2015,536,24,10,14,0.4,40,Medium-Low Digitalization
4290,40,Pleau,Management,2015,537,14,4,10,0.3,29,Medium-Low Digitalization
4298,40,Pleau,Management,2015,538,30,1,29,0.05,4,Low Digitalization
4306,40,Pleau,Management,2015,539,36,24,12,0.66,66,Medium-High Digitalization
4314,40,Pleau,Management,2015,540,26,15,11,0.59,59,Medium-High Digitalization
4322,40,Pleau,Management,2015,541,10,6,4,0.56,56,Medium-High Digitalization
4330,40,Pleau,Management,2015,542,9,3,6,0.32,32,Medium-Low Digitalization
4338,40,Pleau,Management,2015,543,20,6,14,0.3,30,Medium-Low Digitalization
4346,40,Pleau,Management,2015,544,11,2,9,0.16,16,Low Digitalization
4354,40,Pleau,Management,2015,545,12,8,4,0.66,65,Medium-High Digitalization
4362,40,Pleau,Management,2015,546,10,1,9,0.15,14,Low Digitalization
4370,40,Pleau,Management,2015,547,14,8,6,0.54,53,Medium-High Digitalization
4378,41,Millon,Management,2015,548,49,11,38,0.22,21,Medium-Low Digitalization
4386,41,Millon,Management,2015,549,19,8,11,0.41,41,Medium-Low Digitalization
4394,41,Millon,Management,2015,550,12,3,9,0.24,23,Medium-Low Digitalization
4402,41,Millon,Management,2015,551,34,8,26,0.24,23,Medium-Low Digitalization
4410,41,Millon,Management,2015,552,8,4,4,0.47,47,Medium-Low Digitalization
4418,41,Millon,Management,2015,553,37,8,29,0.23,22,Medium-Low Digitalization
4426,41,Millon,Management,2015,554,25,16,9,0.63,62,Medium-High Digitalization
4434,41,Millon,Management,2015,555,34,25,9,0.74,73,Medium-High Digitalization
4442,41,Millon,Management,2015,556,24,1,23,0.05,5,Low Digitalization
4450,41,Millon,Management,2015,557,53,9,44,0.16,16,Low Digitalization
4458,41,Millon,Management,2015,558,8,5,3,0.58,57,Medium-High Digitalization
4466,41,Millon,Management,2015,559,30,16,14,0.54,53,Medium-High Digitalization
4474,41,Millon,Management,2015,560,40,17,23,0.43,43,Medium-Low Digitalization
4482,42,Sandoz,Management,2015,561,27,1,26,0.05,5,Low Digitalization
4490,42,Sandoz,Management,2015,562,54,6,48,0.11,10,Low Digitalization
4498,42,Sandoz,Management,2015,563,30,17,13,0.58,57,Medium-High Digitalization
4506,42,Sandoz,Management,2015,564,19,11,8,0.59,59,Medium-High Digitalization
4514,42,Sandoz,Management,2015,565,13,2,11,0.16,15,Low Digitalization
4522,42,Sandoz,Management,2015,566,35,2,33,0.06,6,Low Digitalization
4530,42,Sandoz,Management,2015,567,19,6,13,0.33,32,Medium-Low Digitalization
4538,42,Sandoz,Management,2015,568,7,4,3,0.52,52,Medium-High Digitalization
4546,42,Sandoz,Management,2015,569,24,1,23,0.06,6,Low Digitalization
4554,42,Sandoz,Management,2015,570,10,1,9,0.11,11,Low Digitalization
4562,42,Sandoz,Management,2015,571,16,4,12,0.23,23,Medium-Low Digitalization
4570,42,Sandoz,Management,2015,572,9,3,6,0.34,34,Medium-Low Digitalization
4578,42,Sandoz,Management,2015,573,22,5,17,0.21,20,Low Digitalization
4586,42,Sandoz,Management,2015,574,7,4,3,0.59,59,Medium-High Digitalization
4594,42,Sandoz,Management,2015,575,10,2,8,0.19,19,Low Digitalization
4602,42,Sandoz,Management,2015,576,19,10,9,0.53,53,Medium-High Digitalization
4610,42,Sandoz,Management,2015,577,5,2,3,0.44,44,Medium-Low Digitalization
4618,42,Sandoz,Management,2015,578,34,23,11,0.67,66,Medium-High Digitalization
4626,42,Sandoz,Management,2015,579,8,2,6,0.2,19,Low Digitalization
4634,43,Totin,Management,2015,580,33,16,17,0.49,49,Medium-Low Digitalization
4642,43,Totin,Management,2015,581,12,0,12,0.02,2,Low Digitalization
4650,43,Totin,Management,2015,582,15,7,8,0.46,45,Medium-Low Digitalization
4658,43,Totin,Management,2015,583,34,9,25,0.26,25,Medium-Low Digitalization
4666,43,Totin,Management,2015,584,33,16,17,0.48,47,Medium-Low Digitalization
4674,43,Totin,Management,2015,585,53,12,41,0.23,22,Medium-Low Digitalization
4682,43,Totin,Management,2015,586,10,2,8,0.22,22,Medium-Low Digitalization
4690,44,Lemaitre,Art,2015,587,36,8,28,0.22,21,Medium-Low Digitalization
4698,44,Lemaitre,Art,2015,588,10,3,7,0.32,32,Medium-Low Digitalization
4706,44,Lemaitre,Art,2015,589,7,4,3,0.59,58,Medium-High Digitalization
4714,44,Lemaitre,Art,2015,590,31,4,27,0.12,12,Low Digitalization
4722,44,Lemaitre,Art,2015,591,24,3,21,0.11,10,Low Digitalization
4730,44,Lemaitre,Art,2015,592,32,14,18,0.44,44,Medium-Low Digitalization
4738,44,Lemaitre,Art,2015,593,40,23,17,0.59,58,Medium-High Digitalization
4746,44,Lemaitre,Art,2015,594,19,6,13,0.34,33,Medium-Low Digitalization
4754,44,Lemaitre,Art,2015,595,47,9,38,0.19,19,Low Digitalization
4762,44,Lemaitre,Art,2015,596,15,8,7,0.54,54,Medium-High Digitalization
4770,44,Lemaitre,Art,2015,597,40,7,33,0.18,18,Low Digitalization
4778,44,Lemaitre,Art,2015,598,6,2,4,0.29,29,Medium-Low Digitalization
4786,44,Lemaitre,Art,2015,599,15,2,13,0.12,11,Low Digitalization
4794,44,Lemaitre,Art,2015,600,46,17,29,0.37,37,Medium-Low Digitalization
4802,45,Holveck,Art,2015,601,50,26,24,0.52,51,Medium-High Digitalization
4810,45,Holveck,Art,2015,602,13,7,6,0.54,54,Medium-High Digitalization
4818,45,Holveck,Art,2015,603,36,13,23,0.36,36,Medium-Low Digitalization
4826,45,Holveck,Art,2015,604,13,9,4,0.69,68,Medium-High Digitalization
4834,45,Holveck,Art,2015,605,9,2,7,0.26,25,Medium-Low Digitalization
4842,45,Holveck,Art,2015,606,12,3,9,0.26,25,Medium-Low Digitalization
4850,45,Holveck,Art,2015,607,21,9,12,0.41,40,Medium-Low Digitalization
4858,45,Holveck,Art,2015,608,5,3,2,0.5,50,Medium-Low Digitalization
4866,45,Holveck,Art,2015,609,15,6,9,0.43,42,Medium-Low Digitalization
4874,45,Holveck,Art,2015,610,14,4,10,0.29,29,Medium-Low Digitalization
4882,46,Baize,Art,2015,611,15,6,9,0.43,42,Medium-Low Digitalization
4890,46,Baize,Art,2015,612,14,7,7,0.5,50,Medium-Low Digitalization
4898,46,Baize,Art,2015,613,19,8,11,0.41,40,Medium-Low Digitalization
4906,46,Baize,Art,2015,614,49,21,28,0.44,43,Medium-Low Digitalization
4914,46,Baize,Art,2015,615,10,3,7,0.33,32,Medium-Low Digitalization
4922,46,Baize,Art,2015,616,10,6,4,0.55,55,Medium-High Digitalization
4930,46,Baize,Art,2015,617,25,9,16,0.37,36,Medium-Low Digitalization
4938,46,Baize,Art,2015,618,17,2,15,0.14,14,Low Digitalization
4946,46,Baize,Art,2015,619,6,4,2,0.59,59,Medium-High Digitalization
4954,46,Baize,Art,2015,620,33,11,22,0.33,33,Medium-Low Digitalization
4962,47,Trembly,Art,2015,621,41,14,27,0.33,33,Medium-Low Digitalization
4970,47,Trembly,Art,2015,622,10,1,9,0.08,8,Low Digitalization
4978,47,Trembly,Art,2015,623,33,17,16,0.51,51,Medium-High Digitalization
4986,47,Trembly,Art,2015,624,20,3,17,0.16,15,Low Digitalization
4994,47,Trembly,Art,2015,625,34,1,33,0.02,2,Low Digitalization
5002,47,Trembly,Art,2015,626,7,1,6,0.08,8,Low Digitalization
5010,47,Trembly,Art,2015,627,15,3,12,0.23,22,Medium-Low Digitalization
5018,47,Trembly,Art,2015,628,15,7,8,0.47,47,Medium-Low Digitalization
5026,47,Trembly,Art,2015,629,16,9,7,0.56,55,Medium-High Digitalization
5034,47,Trembly,Art,2015,630,26,9,17,0.36,35,Medium-Low Digitalization
5042,47,Trembly,Art,2015,631,32,5,27,0.17,16,Low Digitalization
5050,47,Trembly,Art,2015,632,14,8,6,0.6,60,Medium-High Digitalization
5058,47,Trembly,Art,2015,633,8,4,4,0.48,48,Medium-Low Digitalization
5066,47,Trembly,Art,2015,634,53,11,42,0.22,21,Medium-Low Digitalization
5074,47,Trembly,Art,2015,635,33,18,15,0.54,54,Medium-High Digitalization
5082,47,Trembly,Art,2015,636,33,11,22,0.32,32,Medium-Low Digitalization
5090,48,Doris,Art,2015,637,10,0,10,0.01,1,Low Digitalization
5098,48,Doris,Art,2015,638,7,3,4,0.45,45,Medium-Low Digitalization
5106,48,Doris,Art,2015,639,30,14,16,0.45,45,Medium-Low Digitalization
5114,48,Doris,Art,2015,640,46,23,23,0.51,50,Medium-Low Digitalization
5122,48,Doris,Art,2015,641,25,5,20,0.2,20,Low Digitalization
5130,48,Doris,Art,2015,642,31,1,30,0.03,3,Low Digitalization
5138,48,Doris,Art,2015,643,6,0,6,0.02,2,Low Digitalization
5146,48,Doris,Art,2015,644,9,3,6,0.35,34,Medium-Low Digitalization
5154,48,Doris,Art,2015,645,11,7,4,0.65,65,Medium-High Digitalization
5162,48,Doris,Art,2015,646,10,2,8,0.16,16,Low Digitalization
5170,48,Doris,Art,2015,647,15,10,5,0.68,67,Medium-High Digitalization
5178,48,Doris,Art,2015,648,44,3,41,0.06,6,Low Digitalization
5186,48,Doris,Art,2015,649,21,5,16,0.23,23,Medium-Low Digitalization
5194,48,Doris,Art,2015,650,31,14,17,0.46,45,Medium-Low Digitalization
5202,48,Doris,Art,2015,651,32,11,21,0.35,35,Medium-Low Digitalization
5210,48,Doris,Art,2015,652,29,8,21,0.29,28,Medium-Low Digitalization
5218,48,Doris,Art,2015,653,28,15,13,0.53,52,Medium-High Digitalization
5226,49,Letendre,Art,2015,654,20,1,19,0.05,5,Low Digitalization
5234,49,Letendre,Art,2015,655,28,1,27,0.03,3,Low Digitalization
5242,49,Letendre,Art,2015,656,11,4,7,0.38,38,Medium-Low Digitalization
5250,49,Letendre,Art,2015,657,6,2,4,0.4,39,Medium-Low Digitalization
5258,49,Letendre,Art,2015,658,8,3,5,0.41,41,Medium-Low Digitalization
5266,49,Letendre,Art,2015,659,30,17,13,0.57,57,Medium-High Digitalization
5274,49,Letendre,Art,2015,660,25,6,18,0.26,26,Medium-Low Digitalization
5282,49,Letendre,Art,2015,661,32,3,29,0.1,9,Low Digitalization
5290,49,Letendre,Art,2015,662,20,7,13,0.35,35,Medium-Low Digitalization
5298,49,Letendre,Art,2015,663,7,2,5,0.22,21,Medium-Low Digitalization
5306,50,St. Julien,Art,2015,664,8,3,5,0.32,31,Medium-Low Digitalization
5314,50,St. Julien,Art,2015,665,11,4,7,0.38,38,Medium-Low Digitalization
5322,50,St. Julien,Art,2015,666,9,5,4,0.58,58,Medium-High Digitalization
5330,50,St. Julien,Art,2015,667,32,16,16,0.5,49,Medium-Low Digitalization
5338,50,St. Julien,Art,2015,668,35,3,32,0.1,9,Low Digitalization
5346,50,St. Julien,Art,2015,669,9,2,7,0.25,24,Medium-Low Digitalization
5354,50,St. Julien,Art,2015,670,42,25,17,0.59,58,Medium-High Digitalization
5362,50,St. Julien,Art,2015,671,15,7,8,0.46,45,Medium-Low Digitalization
5370,50,St. Julien,Art,2015,672,15,0,15,0.02,2,Low Digitalization
5378,50,St. Julien,Art,2015,673,12,2,10,0.15,15,Low Digitalization
5386,51,Frederic,Economy,2015,674,46,20,26,0.44,44,Medium-Low Digitalization
5394,51,Frederic,Economy,2015,675,6,3,3,0.44,44,Medium-Low Digitalization
5402,51,Frederic,Economy,2015,676,14,7,7,0.53,52,Medium-High Digitalization
5410,51,Frederic,Economy,2015,677,11,7,4,0.66,66,Medium-High Digitalization
5418,51,Frederic,Economy,2015,678,40,4,36,0.1,9,Low Digitalization
5426,51,Frederic,Economy,2015,679,25,14,11,0.56,56,Medium-High Digitalization
5434,51,Frederic,Economy,2015,680,9,4,5,0.46,46,Medium-Low Digitalization
5442,51,Frederic,Economy,2015,681,26,13,13,0.51,51,Medium-High Digitalization
5450,51,Frederic,Economy,2015,682,13,6,7,0.49,49,Medium-Low Digitalization
5458,52,Maheu,Economy,2015,683,9,4,5,0.44,44,Medium-Low Digitalization
5466,52,Maheu,Economy,2015,684,11,4,7,0.34,34,Medium-Low Digitalization
5474,52,Maheu,Economy,2015,685,15,6,9,0.4,39,Medium-Low Digitalization
5482,52,Maheu,Economy,2015,686,24,2,22,0.1,9,Low Digitalization
5490,52,Maheu,Economy,2015,687,27,2,25,0.07,7,Low Digitalization
5498,52,Maheu,Economy,2015,688,8,4,4,0.47,46,Medium-Low Digitalization
5506,52,Maheu,Economy,2015,689,34,4,30,0.13,13,Low Digitalization
5514,52,Maheu,Economy,2015,690,35,3,32,0.1,9,Low Digitalization
5522,52,Maheu,Economy,2015,691,35,14,21,0.4,40,Medium-Low Digitalization
5530,53,Duclos,Economy,2015,692,32,4,28,0.13,13,Low Digitalization
5538,53,Duclos,Economy,2015,693,32,14,18,0.44,44,Medium-Low Digitalization
5546,53,Duclos,Economy,2015,694,7,2,5,0.31,31,Medium-Low Digitalization
5554,53,Duclos,Economy,2015,695,20,5,15,0.27,27,Medium-Low Digitalization
5562,53,Duclos,Economy,2015,696,9,1,8,0.11,10,Low Digitalization
5570,53,Duclos,Economy,2015,697,14,5,9,0.39,38,Medium-Low Digitalization
5578,53,Duclos,Economy,2015,698,7,2,5,0.27,27,Medium-Low Digitalization
5586,53,Duclos,Economy,2015,699,9,2,7,0.27,26,Medium-Low Digitalization
5594,53,Duclos,Economy,2015,700,7,4,3,0.56,55,Medium-High Digitalization
5602,53,Duclos,Economy,2015,701,9,1,8,0.14,14,Low Digitalization
5610,53,Duclos,Economy,2015,702,16,11,5,0.66,65,Medium-High Digitalization
5618,53,Duclos,Economy,2015,703,36,22,14,0.6,59,Medium-High Digitalization
5626,54,Amar,Economy,2015,704,23,13,10,0.56,56,Medium-High Digitalization
5634,54,Amar,Economy,2015,705,15,1,14,0.07,7,Low Digitalization
5642,54,Amar,Economy,2015,706,9,0,9,0.01,1,Low Digitalization
5650,54,Amar,Economy,2015,707,16,4,12,0.24,23,Medium-Low Digitalization
5658,54,Amar,Economy,2015,708,24,5,19,0.22,22,Medium-Low Digitalization
5666,54,Amar,Economy,2015,709,7,4,3,0.52,52,Medium-High Digitalization
5674,54,Amar,Economy,2015,710,10,1,9,0.11,10,Low Digitalization
5682,54,Amar,Economy,2015,711,14,2,12,0.17,17,Low Digitalization
5690,54,Amar,Economy,2015,712,40,8,32,0.2,19,Low Digitalization
5698,54,Amar,Economy,2015,713,28,1,27,0.04,3,Low Digitalization
5706,54,Amar,Economy,2015,714,35,19,16,0.56,55,Medium-High Digitalization
5714,54,Amar,Economy,2015,715,29,8,21,0.27,26,Medium-Low Digitalization
5722,54,Amar,Economy,2015,716,33,9,24,0.26,25,Medium-Low Digitalization
5730,54,Amar,Economy,2015,717,6,3,3,0.49,49,Medium-Low Digitalization
5738,54,Amar,Economy,2015,718,22,8,14,0.35,35,Medium-Low Digitalization
5746,54,Amar,Economy,2015,719,13,3,10,0.21,20,Low Digitalization
5754,54,Amar,Economy,2015,720,21,4,17,0.19,19,Low Digitalization
5762,54,Amar,Economy,2015,721,10,6,4,0.64,63,Medium-High Digitalization
5770,54,Amar,Economy,2015,722,32,18,14,0.56,56,Medium-High Digitalization
5778,55,Baise,Economy,2015,723,17,7,10,0.44,44,Medium-Low Digitalization
5786,55,Baise,Economy,2015,724,32,20,12,0.63,63,Medium-High Digitalization
5794,55,Baise,Economy,2015,725,26,16,10,0.61,60,Medium-High Digitalization
5802,55,Baise,Economy,2015,726,11,4,7,0.39,39,Medium-Low Digitalization
5810,55,Baise,Economy,2015,727,34,7,27,0.2,19,Low Digitalization
5818,55,Baise,Economy,2015,728,16,8,8,0.49,48,Medium-Low Digitalization
5826,55,Baise,Economy,2015,729,10,3,7,0.3,30,Medium-Low Digitalization
5834,55,Baise,Economy,2015,730,29,5,24,0.18,18,Low Digitalization
5842,55,Baise,Economy,2015,731,16,4,12,0.25,24,Medium-Low Digitalization
5850,55,Baise,Economy,2015,732,52,1,51,0.01,1,Low Digitalization
5858,55,Baise,Economy,2015,733,11,3,8,0.3,29,Medium-Low Digitalization
5866,55,Baise,Economy,2015,734,5,2,3,0.4,40,Medium-Low Digitalization
5874,55,Baise,Economy,2015,735,15,3,12,0.23,22,Medium-Low Digitalization
5882,55,Baise,Economy,2015,736,20,12,8,0.58,58,Medium-High Digitalization
5890,55,Baise,Economy,2015,737,21,11,10,0.53,52,Medium-High Digitalization
5898,55,Baise,Economy,2015,738,11,3,8,0.31,31,Medium-Low Digitalization
5906,55,Baise,Economy,2015,739,37,5,32,0.13,12,Low Digitalization
5914,55,Baise,Economy,2015,740,34,14,20,0.41,40,Medium-Low Digitalization
5922,56,Mule,Economy,2015,741,34,12,22,0.34,34,Medium-Low Digitalization
5930,56,Mule,Economy,2015,742,7,0,7,0.03,3,Low Digitalization
5938,56,Mule,Economy,2015,743,26,17,9,0.67,66,Medium-High Digitalization
5946,56,Mule,Economy,2015,744,15,7,8,0.49,49,Medium-Low Digitalization
5954,56,Mule,Economy,2015,745,15,7,8,0.43,43,Medium-Low Digitalization
5962,56,Mule,Economy,2015,746,44,27,17,0.61,61,Medium-High Digitalization
5970,56,Mule,Economy,2015,747,24,3,21,0.13,13,Low Digitalization
5978,56,Mule,Economy,2015,748,28,10,18,0.35,35,Medium-Low Digitalization
5986,57,Bettinger,Computer Science,2015,749,25,15,10,0.61,61,Medium-High Digitalization
5994,57,Bettinger,Computer Science,2015,750,7,2,5,0.32,32,Medium-Low Digitalization
6002,57,Bettinger,Computer Science,2015,751,15,5,10,0.33,33,Medium-Low Digitalization
6010,57,Bettinger,Computer Science,2015,752,28,8,20,0.3,29,Medium-Low Digitalization
6018,57,Bettinger,Computer Science,2015,753,12,1,11,0.08,8,Low Digitalization
6026,57,Bettinger,Computer Science,2015,754,5,3,2,0.52,51,Medium-High Digitalization
6034,57,Bettinger,Computer Science,2015,755,49,16,33,0.32,31,Medium-Low Digitalization
6042,57,Bettinger,Computer Science,2015,756,36,10,26,0.27,26,Medium-Low Digitalization
6050,57,Bettinger,Computer Science,2015,757,21,2,19,0.11,11,Low Digitalization
6058,57,Bettinger,Computer Science,2015,758,23,13,10,0.57,56,Medium-High Digitalization
6066,57,Bettinger,Computer Science,2015,759,35,9,26,0.27,27,Medium-Low Digitalization
6074,57,Bettinger,Computer Science,2015,760,34,10,24,0.29,29,Medium-Low Digitalization
6082,57,Bettinger,Computer Science,2015,761,13,3,10,0.22,21,Medium-Low Digitalization
6090,57,Bettinger,Computer Science,2015,762,10,1,9,0.1,10,Low Digitalization
6098,57,Bettinger,Computer Science,2015,763,33,15,18,0.45,44,Medium-Low Digitalization
6106,57,Bettinger,Computer Science,2015,764,38,6,32,0.16,16,Low Digitalization
6114,58,Leuck,Computer Science,2015,765,24,12,12,0.51,50,Medium-Low Digitalization
6122,58,Leuck,Computer Science,2015,766,26,16,10,0.6,59,Medium-High Digitalization
6130,58,Leuck,Computer Science,2015,767,46,0,46,0.01,1,Low Digitalization
6138,58,Leuck,Computer Science,2015,768,23,10,13,0.42,41,Medium-Low Digitalization
6146,58,Leuck,Computer Science,2015,769,6,1,5,0.1,9,Low Digitalization
6154,58,Leuck,Computer Science,2015,770,5,2,3,0.49,49,Medium-Low Digitalization
6162,58,Leuck,Computer Science,2015,771,15,4,11,0.26,26,Medium-Low Digitalization
6170,58,Leuck,Computer Science,2015,772,7,1,6,0.1,10,Low Digitalization
6178,58,Leuck,Computer Science,2015,773,27,15,12,0.57,56,Medium-High Digitalization
6186,58,Leuck,Computer Science,2015,774,11,6,5,0.56,55,Medium-High Digitalization
6194,58,Leuck,Computer Science,2015,775,24,10,14,0.43,42,Medium-Low Digitalization
6202,58,Leuck,Computer Science,2015,776,6,3,3,0.53,52,Medium-High Digitalization
6210,58,Leuck,Computer Science,2015,777,42,7,35,0.17,17,Low Digitalization
6218,58,Leuck,Computer Science,2015,778,17,3,14,0.15,14,Low Digitalization
6226,58,Leuck,Computer Science,2015,779,7,4,3,0.54,54,Medium-High Digitalization
6234,58,Leuck,Computer Science,2015,780,5,2,3,0.38,37,Medium-Low Digitalization
6242,58,Leuck,Computer Science,2015,781,11,6,5,0.55,55,Medium-High Digitalization
6250,58,Leuck,Computer Science,2015,782,57,11,46,0.19,18,Low Digitalization
6258,58,Leuck,Computer Science,2015,783,11,8,3,0.71,70,Medium-High Digitalization
6266,59,Viau,Computer Science,2015,784,35,17,18,0.5,49,Medium-Low Digitalization
